Player ID,Date,MoM,Chase,5H,5H_2,10_Haul,O,R,W,ECON,0s,4s,6s,WD,NB,O_2,R_2,W_2,ECON_2,0s_2,4s_2,6s_2,WD_2,NB_2,Result Label,Rating
198,2008-11-26,0,1,0.0,0.0,0.0,0.21419518377693283,0.3252032520325204,0.1,0.15666666666666668,0.20652173913043478,0.3529411764705882,0.2,0.0,0.0,0.125,0.11917098445595856,0.0,0.07972222222222222,0.1197411003236246,0.1111111111111111,0.0,0.0,0.0,2,0.11590972222222222
510,2008-11-26,0,1,0.0,0.0,0.0,0.24207858048162229,0.13008130081300814,0.4,0.05499999999999999,0.27989130434782605,0.14705882352941177,0.0,0.0,0.0,0.171875,0.22797927461139897,0.2,0.1111111111111111,0.15533980582524273,0.25925925925925924,0.0,0.0,0.0,2,0.41415277777777776
367,2008-11-26,0,1,0.0,0.0,0.0,0.15082382762991128,0.12195121951219513,0.0,0.08333333333333333,0.16304347826086957,0.14705882352941177,0.0,0.0,0.0,0.09375,0.12435233160621761,0.1,0.1111111111111111,0.08090614886731393,0.1111111111111111,0.0,0.0,0.0,2,0.11486111111111111
609,2008-11-26,0,1,0.0,0.0,0.0,0.22686945500633715,0.2967479674796748,0.4,0.13499999999999998,0.22826086956521738,0.23529411764705882,0.0,0.0,0.631578947368421,0.09375,0.10880829015544041,0.2,0.09722222222222221,0.08737864077669903,0.1111111111111111,0.0,0.0,0.1,2,0.41580555555555554
539,2008-11-26,0,0,0.0,0.0,0.0,0.3282636248415716,0.3008130081300813,0.1,0.09466666666666666,0.3233695652173913,0.2647058823529412,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06236666666666667
502,2008-11-26,0,0,0.0,0.0,0.0,0.3282636248415716,0.3455284552845529,0.1,0.10866666666666666,0.32608695652173914,0.4411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06271666666666667
830,2008-11-26,0,0,1.0,0.0,0.0,0.3536121673003802,0.4024390243902439,0.6000000000000001,0.11766666666666666,0.3125,0.3529411764705882,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4379416666666667
824,2008-11-26,0,0,0.0,0.0,0.0,0.2801013941698352,0.3617886178861789,0.2,0.13266666666666665,0.2554347826086956,0.3529411764705882,0.0,0.16666666666666666,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.12331666666666666
554,2008-11-26,0,0,0.0,0.0,0.0,0.13814955640050697,0.20325203252032523,0.0,0.15133333333333332,0.10326086956521739,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003783333333333333
583,2008-11-26,0,0,0.0,0.0,0.0,0.024081115335868188,0.06097560975609757,0.0,0.25,0.016304347826086956,0.029411764705882353,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00625
655,2008-11-26,0,1,0.0,0.0,0.0,0.011406844106463879,0.0040650406504065045,0.0,0.03333333333333333,0.016304347826086956,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.050833333333333335
824,2010-02-15,0,1,0.0,0.0,0.0,0.302915082382763,0.5528455284552846,0.0,0.18866666666666668,0.22826086956521738,0.6176470588235294,0.0,0.0,0.0,0.171875,0.16580310880829016,0.0,0.08055555555555555,0.16181229773462785,0.14814814814814814,0.0,0.0,0.0,0,0.0067305555555555565
825,2010-02-15,0,1,0.0,0.0,0.0,0.3916349809885932,0.451219512195122,0.1,0.11933333333333333,0.3532608695652174,0.3235294117647059,0.1,0.16666666666666666,0.0,0.21875,0.24352331606217617,0.0,0.09305555555555556,0.21035598705501618,0.07407407407407407,0.3333333333333333,0.14285714285714285,0.0,0,0.06530972222222223
771,2010-02-15,0,1,1.0,0.0,0.0,0.36628643852978454,0.6747967479674798,0.5,0.19066666666666665,0.296195652173913,0.6176470588235294,0.2,0.25,0.42105263157894735,0.1875,0.22797927461139897,0.0,0.10166666666666667,0.1488673139158576,0.1111111111111111,0.0,0.0,0.1,0,0.3823083333333333
830,2010-02-15,0,1,0.0,0.0,0.0,0.467680608365019,0.3617886178861789,0.1,0.08,0.45652173913043476,0.11764705882352941,0.2,0.0,0.0,0.234375,0.22797927461139897,0.0,0.08138888888888889,0.20064724919093851,0.14814814814814814,0.0,0.14285714285714285,0.0,0,0.06403472222222222
29,2010-02-15,0,1,0.0,0.0,0.0,0.049429657794676805,0.04065040650406505,0.0,0.08333333333333333,0.03804347826086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0020833333333333333
505,2010-02-15,0,1,0.0,0.0,0.0,0.08745247148288972,0.08536585365853659,0.0,0.1,0.06793478260869565,0.0,0.0,0.0,0.0,0.296875,0.43523316062176165,0.2,0.12277777777777776,0.19741100323624597,0.07407407407407407,0.3333333333333333,0.0,0.05,0,0.12556944444444443
583,2010-02-15,0,1,0.0,0.0,0.0,0.036755386565272496,0.03658536585365854,0.0,0.1,0.024456521739130432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0025000000000000005
168,2010-02-15,0,0,0.0,0.0,0.0,0.3155893536121673,0.47154471544715454,0.30000000000000004,0.15466666666666665,0.28532608695652173,0.5882352941176471,0.0,0.16666666666666666,0.0,0.1875,0.24870466321243523,0.1,0.1111111111111111,0.1779935275080906,0.3333333333333333,0.0,0.0,0.0,2,0.2966444444444445
930,2010-02-15,0,0,0.0,0.0,0.0,0.20152091254752852,0.2520325203252033,0.1,0.129,0.1902173913043478,0.2647058823529412,0.0,0.08333333333333333,0.0,0.171875,0.21243523316062177,0.30000000000000004,0.10333333333333333,0.16828478964401294,0.18518518518518517,0.1111111111111111,0.14285714285714285,0.0,2,0.29580833333333334
399,2010-02-15,0,0,0.0,0.0,0.0,0.12547528517110268,0.21544715447154475,0.0,0.17666666666666667,0.10869565217391304,0.29411764705882354,0.0,0.0,0.0,0.265625,0.38860103626943004,0.2,0.1225,0.22330097087378642,0.3333333333333333,0.2222222222222222,0.0,0.0,2,0.17747916666666666
214,2010-02-15,0,0,0.0,0.0,0.0,0.22686945500633715,0.34146341463414637,0.2,0.15533333333333332,0.20380434782608695,0.3529411764705882,0.2,0.0,0.0,0.1875,0.17098445595854922,0.1,0.07638888888888888,0.19093851132686085,0.2222222222222222,0.0,0.0,0.0,2,0.23579305555555555
203,2010-02-15,0,0,0.0,0.0,0.0,0.3574144486692015,0.3577235772357724,0.30000000000000004,0.10266666666666667,0.358695652173913,0.38235294117647056,0.0,0.0,0.0,0.375,0.4145077720207254,0.2,0.0925,0.36893203883495146,0.4074074074074074,0.3333333333333333,0.14285714285714285,0.0,2,0.3548791666666667
824,2010-03-12,0,1,0.0,0.0,0.0,0.21419518377693283,0.2967479674796748,0.0,0.143,0.19565217391304346,0.2647058823529412,0.0,0.16666666666666666,0.21052631578947367,0.09375,0.09844559585492228,0.0,0.08777777777777777,0.07766990291262137,0.037037037037037035,0.0,0.0,0.0,0,0.005769444444444445
771,2010-03-12,0,1,0.0,0.0,0.0,0.23954372623574144,0.39430894308943093,0.1,0.16999999999999998,0.20108695652173914,0.4411764705882353,0.0,0.0,0.3157894736842105,0.09375,0.1450777202072539,0.0,0.12944444444444445,0.07766990291262137,0.1111111111111111,0.0,0.0,0.1,0,0.06748611111111111
830,2010-03-12,0,1,0.0,0.0,0.0,0.43346007604562736,0.5406504065040652,0.1,0.12833333333333333,0.3695652173913043,0.29411764705882354,0.5,0.0,0.0,0.2546875,0.3212435233160622,0.4,0.10416666666666666,0.21359223300970875,0.18518518518518517,0.1111111111111111,0.0,0.0,0,0.3058125
628,2010-03-12,0,1,0.0,0.0,0.0,0.15082382762991128,0.17073170731707318,0.0,0.11666666666666667,0.1331521739130435,0.11764705882352941,0.0,0.0,0.0,0.046875,0.07253886010362695,0.0,0.12944444444444445,0.03236245954692557,0.037037037037037035,0.0,0.0,0.0,0,0.006152777777777778
505,2010-03-12,0,1,0.0,0.0,0.0,0.2902408111533587,0.3170731707317074,0.2,0.113,0.25271739130434784,0.14705882352941177,0.1,0.08333333333333333,0.05263157894736842,0.125,0.13471502590673576,0.1,0.09027777777777778,0.11003236245954694,0.1111111111111111,0.0,0.0,0.0,0,0.18508194444444442
11,2010-03-12,0,1,0.0,0.0,0.0,0.3916349809885932,0.6382113821138212,0.2,0.16866666666666666,0.2717391304347826,0.47058823529411764,0.1,0.0,0.0,0.15625,0.2746113989637306,0.2,0.1472222222222222,0.1197411003236246,0.25925925925925924,0.1111111111111111,0.0,0.0,0,0.2478972222222222
29,2010-03-12,0,1,0.0,0.0,0.0,0.011406844106463879,0.008130081300813009,0.0,0.06666666666666667,0.01358695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0016666666666666668
910,2010-03-12,0,1,0.0,0.0,0.0,0.011406844106463879,0.008130081300813009,0.0,0.06666666666666667,0.01358695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0016666666666666668
881,2010-03-12,0,0,0.0,0.0,0.0,0.26489226869455007,0.28455284552845533,0.2,0.111,0.27445652173913043,0.3529411764705882,0.1,0.0,0.0,0.375,0.3367875647668394,0.1,0.075,0.3786407766990291,0.37037037037037035,0.0,0.0,0.0,2,0.23465
931,2010-03-12,0,0,0.0,0.0,0.0,0.3155893536121673,0.29268292682926833,0.1,0.096,0.33695652173913043,0.3529411764705882,0.0,0.08333333333333333,0.0,0.375,0.32642487046632124,0.30000000000000004,0.07277777777777777,0.3883495145631068,0.4444444444444444,0.0,0.0,0.0,2,0.2942194444444445
298,2010-03-12,1,0,1.0,1.0,1.0,0.3700887198986058,0.3658536585365854,0.5,0.10166666666666666,0.3668478260869565,0.38235294117647056,0.1,0.0,0.0,0.765625,0.6580310880829016,0.5,0.07194444444444444,0.7475728155339806,0.48148148148148145,0.3333333333333333,0.0,0.0,2,0.9293402777777777
